PRICE,YEAR_BUILT,SQUARE_FEET,NUM_BEDROOMS,NUM_BATHROOMS,LOT_ACRES,GARAGE_SPACES,FRONT_PORCH,DECK
415806,1995,2870.378695514044,4,1.5,0.85,2,0,1
320936,1998,2141.2436674472424,5,2.5,1.15,0,0,1
186486,1981,1987.2409653505888,4,2.0,0.56,0,0,1
378257,2008,2220.382407562621,6,1.5,1.18,0,1,1
308638,1982,2668.5913322149067,2,3.0,0.89,1,0,0
523705,1990,3649.0397455662446,3,2.0,1.09,3,0,0
308511,2003,1887.7444780994504,2,1.5,1.19,3,0,0
346356,1986,2793.040125845908,6,1.0,1.16,0,1,1
553939,1999,3694.263454237782,2,3.0,1.32,1,1,0
403037,2006,2687.9154615551074,2,1.5,1.49,0,1,1
261454,2001,1913.029635946878,3,1.5,0.8,0,0,0
503152,1986,3784.019520844151,2,3.0,0.37,2,1,1
298136,1991,2484.5799839727647,2,2.0,1.03,0,1,1
641005,1985,4463.703337437084,6,1.5,0.93,3,0,0
370956,1997,2774.0418734674586,2,1.0,0.99,1,0,0
472595,2000,3048.966739950481,3,3.0,1.35,1,0,1
491564,1991,3551.0969734554246,5,2.0,1.26,0,1,0
499702,1996,3434.0182443686995,3,1.5,1.14,2,1,1
392354,1974,3352.361828539136,5,1.5,0.8,2,1,0
558083,2000,3661.22108007606,4,2.0,1.26,1,0,1
404083,1988,2899.223546328636,6,1.0,1.28,2,1,0
643553,1992,4275.357177339066,6,2.5,0.65,2,0,0
556921,2006,3297.8102768259187,5,1.5,0.65,3,0,0
438273,2013,2229.1578523390717,4,2.0,1.26,3,0,1
366714,1979,3471.765461544097,2,1.0,0.73,0,0,0
345066,1991,2373.7745737658465,3,2.5,1.1,3,1,1
93975,1991,1173.5001712710407,2,1.5,1.03,0,1,0
540499,1996,3613.9940021532616,3,2.5,1.06,2,0,1
410217,1994,3171.7813453005533,2,2.0,0.63,0,1,1
328466,1993,2713.1081367347115,2,1.0,1.1,0,0,1
285281,1986,2239.879477286468,6,3.0,0.62,0,0,0
530196,1987,3571.3077264007834,6,2.5,0.8,3,1,1
459090,1991,3609.60247581001,2,1.5,1.01,0,1,0
671672,1996,4403.15217844079,5,1.5,0.58,3,0,0
391547,1990,3043.319274593863,4,1.0,0.67,1,1,0
555286,1999,3741.912726432678,4,2.5,1.1,0,0,1
412994,1992,2719.296494396197,6,1.5,0.84,3,1,1
574182,1991,4296.216781565224,3,1.0,0.65,1,0,1
425063,2005,2745.0893264391434,5,1.5,0.72,0,1,0
321169,1973,3204.129768971764,2,2.5,0.87,0,0,1
590572,1986,4194.8156355911615,5,2.0,1.09,2,1,0
548188,2010,3207.5886569502136,3,2.5,0.97,2,0,0
359777,1996,2523.847883607656,2,1.0,1.08,3,0,0
543784,2004,2987.231241211822,6,3.0,1.38,3,0,0
439426,2000,2893.8407761125777,3,2.0,0.69,2,1,1
171098,1981,1578.326088443978,3,2.5,0.79,3,0,0
318687,1994,2518.919764291616,3,1.0,1.39,0,0,0
343984,1977,2908.895009089473,5,1.5,1.01,2,1,0
415796,2008,2073.6431775004403,6,2.0,1.65,3,1,0
307351,1983,2551.0086690492763,6,1.0,0.98,1,0,1
416854,1999,2735.3661815209657,2,1.5,1.27,3,1,1
498311,1988,3477.4128117287764,3,3.0,0.78,3,0,0
563376,2012,3015.507258259576,4,3.0,1.07,3,1,0
205824,1982,1773.4955315684583,3,2.5,0.82,3,1,1
475576,1993,3273.510599389137,4,1.0,0.97,3,0,0
471413,1988,3498.426301201473,4,3.0,1.11,0,1,0
324870,1967,3345.805272811081,2,3.0,1.2,0,0,0
461777,1998,2743.514041439405,6,2.0,1.35,3,0,0
353965,1980,2800.437882818659,5,1.5,0.76,3,0,1
339064,1988,2603.762986279703,6,2.0,0.9,0,0,0
443471,1985,3044.812150868511,6,2.5,0.95,3,1,0
409336,1977,3196.576270162677,5,3.0,0.99,2,0,1
639854,2010,3939.695231413106,6,1.5,0.76,0,0,0
664260,2012,3858.4054216111,5,1.5,1.2,2,1,0
498976,1997,3353.510328589332,2,2.5,1.23,2,0,0
249578,1986,2006.5236986815332,5,2.5,0.74,1,1,0
534421,1986,3878.477560209188,2,2.5,1.01,3,0,1
282519,1996,1910.1317220263047,3,3.0,0.4,2,1,0
461092,1992,3361.952101357544,3,3.0,1.12,0,0,0
377191,1994,2605.9406602575737,6,1.0,1.42,1,0,1
446133,1992,3434.893302724699,2,1.0,1.06,1,1,1
242520,1991,1897.1376789631609,3,1.5,1.03,2,1,1
468940,1986,3410.2694268498262,3,3.0,1.16,2,0,0
371100,1980,3393.671646344262,2,1.5,0.97,0,1,1
487910,1999,3284.069371247432,2,3.0,1.02,1,0,1
517171,2006,3247.143034040077,3,2.0,1.34,1,1,0
381591,1989,2822.2773925550773,4,3.0,0.55,1,1,1
220222,2002,1307.1519165893026,4,2.5,1.11,1,1,1
649029,2013,3854.530598652584,2,2.0,1.39,2,0,0
323268,2016,1524.787965841436,2,2.5,1.47,2,1,1
546260,2015,3070.7350417187563,2,2.5,1.21,2,1,1
604647,2008,3684.652862914541,6,1.0,1.13,1,0,0
666454,1996,4506.029196571872,4,3.0,1.37,0,1,1
345361,1988,2752.745245699889,3,1.0,0.83,2,0,0
436717,1991,3066.78509608956,3,3.0,0.78,2,0,0
561916,2005,3690.778539569226,3,1.5,0.72,1,0,0
339155,2006,2002.372099500885,3,1.0,0.92,3,0,1
556177,1996,3491.8477541104626,4,3.0,1.16,3,1,0
335705,1986,2722.702561253504,2,2.0,0.82,2,0,0
448909,2000,3019.3958181177736,4,1.5,0.9,1,0,1
290084,1988,2322.895217764735,5,2.0,1.11,0,1,0
209694,1988,1726.9642080297242,2,1.5,1.21,3,1,1
272420,1972,2790.806302217868,3,1.5,0.42,2,0,0
396712,1995,3029.080718094522,4,1.0,0.49,0,0,1
469363,1979,3575.089115103515,5,2.0,1.54,2,0,0
689195,1995,4516.63884632935,6,2.5,1.28,1,0,1
185970,2001,1332.472740546182,5,1.0,0.74,0,1,0
452832,2010,2529.21372577192,4,1.0,1.23,3,1,0
492539,2005,3149.9319352330103,2,2.0,0.67,2,1,1
383693,2008,2064.2900483329176,5,2.0,1.27,2,1,1
472959,1999,2954.066141367217,4,2.0,0.99,3,0,1
518225,1995,3298.837203219128,6,2.0,0.56,3,1,1
266337,1977,2435.25041415128,2,2.0,1.07,3,0,1
489522,2004,3058.151064470274,2,2.5,1.22,2,0,0
296766,1999,1759.113292717096,6,2.5,1.36,1,1,1
548847,1999,3660.652443391418,6,1.0,1.65,0,0,1
288038,2001,1843.2540306192825,3,2.5,1.27,1,1,1
564947,2010,3589.980182318192,2,2.5,0.93,0,1,0
566078,1996,3540.5234653035377,6,2.0,1.0,3,0,1
426688,2007,2827.255206245923,2,1.5,1.34,0,0,1
448459,1983,3416.73235994337,6,1.0,0.73,2,0,1
388548,1967,3629.992774631529,4,1.5,0.77,2,1,1
651164,2018,3507.42815705713,6,2.5,1.17,1,1,1
548595,1997,3446.63390390977,6,3.0,1.44,1,0,1
596288,1997,3761.588561210173,3,3.0,1.47,3,0,0
434560,1988,3194.7387242057143,4,2.0,0.69,2,0,0
394951,2007,2387.008073368564,3,2.0,0.46,2,0,1
376993,2004,2252.955426861165,2,3.0,1.27,2,0,0
492217,1983,3887.785461465269,4,2.5,0.77,0,0,1
524596,1999,3142.6455483402224,5,3.0,0.88,3,0,0
427868,1981,3663.456682043977,4,1.0,0.89,0,0,0
568240,2001,3656.2703470309903,3,2.0,0.32,3,1,0
373562,2000,2697.418180384343,2,1.0,0.93,1,1,1
497157,1992,3461.718888539332,4,1.5,1.36,2,0,1
410395,2001,2763.6343280858296,2,2.5,0.89,1,0,0
309022,1993,2279.8154495243757,3,1.5,0.97,2,1,0
481002,1993,3490.0154417433846,5,1.0,1.5,0,1,0
193345,1992,1395.9712358709794,6,2.0,0.93,1,1,1
534144,2005,3164.628557728568,6,2.5,1.13,1,1,1
325081,1992,2363.8793352166767,5,2.5,1.2,0,0,1
417753,2003,2771.0205202112106,2,1.5,0.64,2,0,1
482720,1995,3254.470647660231,4,1.0,0.97,3,0,1
390208,1977,3422.389624074136,3,3.0,0.79,0,0,1
492665,1987,3645.7710469809945,2,3.0,0.72,2,0,1
503543,1997,3400.625430387002,4,3.0,1.23,0,1,1
612021,1993,4136.807748162627,6,2.5,0.6,1,1,0
322291,1988,2307.6132272507675,5,1.5,0.91,3,0,1
450375,1992,3270.1686171084266,2,2.5,0.49,2,1,0
485409,2011,2601.0660445502463,4,3.0,1.35,2,0,0
739553,2009,4487.02452265747,4,2.0,1.1,2,1,0
304059,1990,2497.3934140934443,2,1.5,1.13,1,0,0
420350,2001,2665.005216090813,5,2.0,1.04,1,0,1
497923,1981,3634.154860695568,6,2.0,0.52,3,1,0
352266,1991,2738.11295251334,4,2.0,0.77,0,1,1
473513,1991,3199.7537648811344,5,2.5,1.07,2,1,1
411129,1990,2935.8637320920466,4,2.0,1.05,2,0,1
623543,2001,3861.292467852399,4,3.0,1.29,2,0,0
424697,1993,3198.9833175386825,3,2.0,0.99,0,0,1
427149,1985,3566.661705123927,2,1.5,1.31,0,0,0
332344,1984,2741.631786263701,4,1.5,1.24,1,0,0
406377,1984,2962.850406476792,6,1.0,1.13,3,0,1
605006,1989,4599.379686010352,3,1.5,0.84,0,1,1
407560,1988,3335.07206678165,2,1.0,0.82,1,1,0
439453,1995,2849.6883876644647,3,2.5,1.3,3,0,1
271775,1985,2364.170171115764,3,3.0,0.81,0,1,1
573420,2003,3561.134176408352,3,2.0,0.95,3,0,0
331281,1992,2426.8761395963584,4,1.5,0.65,2,0,0
431133,1979,3247.5589544566774,6,2.5,1.1,2,0,0
327878,2000,2291.1882233128285,3,2.0,1.28,0,1,1
461470,1989,3066.133417418926,5,2.5,1.27,3,0,0
438941,2004,2669.945321942946,5,2.0,1.23,1,1,0
466938,1988,3385.254132105188,3,2.5,1.11,2,0,1
288517,2002,1686.1165724251528,3,1.5,1.54,3,1,0
267034,1977,2384.2329810722194,6,1.0,0.96,2,1,1
348002,1997,2519.680029180635,4,1.5,1.17,0,0,1
283256,1994,1994.3740580079848,5,2.5,1.44,0,1,1
496816,1996,3276.7739080996857,3,2.0,1.02,3,1,0
458334,2004,2888.2305044282966,5,2.5,0.84,0,1,0
425358,2001,2714.7257813505557,6,1.5,0.71,1,0,1
431643,1990,2926.621467955412,4,2.0,1.51,3,1,1
592345,2003,3672.306181082106,3,2.5,1.6,2,1,0
315608,1999,2076.388131381321,5,1.5,1.11,1,0,0
532836,2007,3107.9130067990213,5,3.0,1.11,1,1,0
268378,1984,2026.8537208638816,3,3.0,1.29,3,1,1
692018,1983,5135.456555161148,6,2.0,0.78,0,1,1
545834,2003,3434.895851510434,2,2.0,1.04,3,0,1
426240,1994,2729.9338594504848,6,1.5,0.95,3,0,0
307196,1998,2306.978205098303,3,1.5,0.91,0,1,0
582216,1999,3732.1108990004896,6,1.0,1.16,2,1,0
548347,2019,2846.985175672984,4,2.0,1.42,2,0,0
517794,1982,3788.6304932300977,4,2.0,1.3,3,1,0
299543,1986,2164.957007067994,6,1.5,0.82,3,1,0
436540,1999,2878.600018792738,5,2.5,1.15,0,0,1
632442,1998,4244.950156219802,5,2.5,0.88,0,0,1
689735,2010,4056.900089129631,5,1.0,1.08,3,0,1
394121,2004,2394.807618695458,4,3.0,0.66,1,0,0
498307,1994,3453.0504343169578,2,1.5,1.19,3,1,1
415909,1996,3054.0627644408446,2,1.5,1.02,1,1,1
407128,1992,2874.192942307879,3,1.0,1.4,3,1,0
489618,1986,3466.120505380872,3,2.5,1.48,3,0,1
708445,2012,4396.970639754363,5,1.5,0.76,0,0,0
540487,2013,2996.9144256444506,5,1.0,0.73,3,0,0
540052,2012,3032.3475264353106,2,2.5,1.18,3,1,0
296627,1978,2835.848219051079,2,1.0,0.75,2,1,0
753059,1998,4854.394484329068,6,2.5,1.16,1,0,0
678243,2004,4284.292812111502,2,3.0,1.04,2,0,1
429981,1980,3384.5442629230147,3,2.5,1.32,2,1,0
427381,2006,2543.5457797677327,6,1.5,0.89,1,1,1
415733,1996,2793.888452253326,2,2.0,1.11,3,0,0
589096,1985,4153.640578440891,6,1.0,1.07,3,1,0
279754,1995,1850.032704548216,3,2.0,1.15,3,1,0
332874,2002,2084.830810107173,3,1.0,1.01,3,1,0
574119,1993,3979.127114879642,3,3.0,1.15,1,1,0
491183,2003,2748.8911177052805,6,3.0,0.59,3,0,1
382662,1991,2832.7482082158317,4,2.0,0.85,1,0,1
550335,1996,3610.23954400903,5,2.5,0.42,2,0,1
555879,2012,2997.530693556908,4,2.5,1.25,3,0,0
419803,1990,2811.3575731938463,6,2.5,1.04,2,0,1
501387,1983,3742.5845725790314,6,2.0,1.0,1,1,0
239951,1991,1977.3411332528133,4,1.0,0.89,1,1,0
425458,1992,2952.722751389405,4,2.0,1.17,2,0,0
392555,1991,2747.0363905819486,2,2.5,1.2,3,1,1
438633,1984,3203.88709056685,6,1.5,1.37,2,1,1
474164,1996,3480.7604935118798,3,1.0,1.47,0,1,0
303557,1989,2124.716146585547,6,2.0,0.99,2,0,0
458036,2004,2682.2446083041737,5,2.0,1.38,2,0,0
356329,2002,2240.529303656588,4,2.5,0.85,1,1,1
339235,1997,2182.233452165645,4,1.5,0.96,3,0,1
385046,1998,2665.308039652933,4,2.0,1.35,0,0,0
421343,2001,2834.624963879904,5,1.5,0.91,0,0,1
497079,1990,3546.1979069178515,5,1.0,1.01,2,0,0
343729,2000,1974.8625019521396,6,2.5,1.0,2,1,1
322097,1967,3069.316960392949,2,2.5,1.28,3,1,1
270712,1978,2529.0807989771424,5,1.5,1.59,0,1,1
511514,1986,3483.0947350004435,6,2.5,0.77,3,1,0
467625,1998,2952.166729396401,2,3.0,1.32,3,0,1
462539,1980,3835.927911500591,4,1.5,1.31,0,0,1
313947,2000,1869.6533252918389,4,2.5,1.4,2,1,0
334194,1994,2468.2987616319606,3,3.0,0.93,0,1,0
228028,1982,2057.1871852517897,5,3.0,0.63,0,1,1
416528,1993,2651.193093703978,5,2.5,1.09,3,1,1
378250,2018,2180.668658195568,2,1.5,0.91,0,1,1
416082,1984,3212.8829931611817,4,2.0,0.61,2,0,1
543554,2000,3298.027903204717,6,1.5,1.09,3,1,0
196107,1988,1542.7174692980052,6,3.0,0.98,0,0,0
442113,1981,3777.425079554091,4,1.0,0.7,0,1,1
376564,1990,2929.7657690119963,2,3.0,1.14,0,1,1
341940,1980,3056.268012872953,5,1.0,0.9,0,1,0
356921,1984,2609.8126292548927,5,2.0,1.03,3,0,1
369318,1994,2800.1234762171634,2,2.5,1.12,0,0,1
440507,1990,3082.716823600804,4,3.0,1.54,1,1,0
377588,1995,2684.5877649664053,4,1.5,1.16,1,0,0
461289,2004,2768.929615374561,2,2.5,1.23,3,0,0
302555,1977,2896.70537212647,2,1.0,0.87,2,1,1
299356,1982,2811.7120042248084,2,1.5,1.34,0,0,0
525298,2006,3034.9879293570493,5,2.0,0.67,3,0,1
328488,1984,2583.2596421219687,2,2.5,0.9,3,1,0
549756,1987,3762.7071408653446,6,3.0,0.69,2,0,0
594425,2002,3480.502617211579,6,2.5,0.99,3,0,1
481081,1996,3071.875392532188,6,3.0,1.02,1,0,1
334622,1970,3117.484604040784,4,2.0,0.8,2,1,1
520131,2000,3425.8768166770205,6,1.5,1.25,0,1,0
632391,2007,4093.609002924547,2,2.0,0.89,1,0,1
592857,2007,3746.053254766777,2,1.5,1.23,2,1,1
410895,1999,2557.9699948646094,6,2.5,0.98,1,1,0
337577,1993,2314.84949491209,2,2.5,1.19,3,1,1
307677,1985,2277.517813882989,6,1.0,1.07,3,0,0
266261,1983,2264.409550625566,4,2.0,1.44,1,0,1
500195,1992,3393.6341147767066,6,1.5,0.91,2,1,1
410085,1970,3827.900650331853,2,1.5,1.56,1,0,0
462232,1995,3227.8843072642826,4,1.0,0.87,2,0,1
372025,1982,2748.506464138706,6,1.5,1.15,3,1,1
505526,1988,3845.842756178731,4,2.0,0.91,0,1,1
176565,1987,1770.4336192023986,2,2.5,0.9,0,0,1
401884,1999,2578.8948381737564,6,2.5,1.17,0,0,0
376250,1998,2481.337652545956,3,1.5,0.77,3,1,0
434140,1985,3123.937101158676,4,2.5,0.87,3,0,0
352398,2004,2100.3263690577696,6,1.5,0.99,1,1,0
527729,2007,3055.8600042361745,5,2.0,1.29,2,1,0
197481,1989,1663.5454231432543,6,1.5,1.03,0,0,1
504072,2005,3255.8186409712853,5,2.0,0.38,0,1,0
348409,1970,3436.0634710424206,3,2.5,0.7,0,1,0
484896,1990,3750.979664198728,2,1.0,1.15,1,0,1
527049,2004,2891.661097758842,6,3.0,1.22,3,0,1
524868,2003,3145.787341890676,4,2.0,1.2,3,0,1
411227,1992,2769.852784992661,4,2.0,1.05,3,1,1
464605,1994,3110.3711149216565,5,2.0,0.87,2,0,1
237175,1998,1533.1725990543828,6,2.5,0.98,0,0,0
736716,2013,4237.442983269441,3,3.0,0.74,3,0,0
638677,1994,4514.514803750125,4,2.0,1.1,0,0,0
443806,1992,3305.707520766811,3,1.5,1.03,1,1,0
418927,1997,2658.851939986832,5,1.5,0.84,3,1,0
528526,1999,3431.511922144814,4,2.0,0.92,2,0,1
249671,1983,2261.478663124627,3,1.0,1.03,2,1,1
606622,1998,3948.484396546705,4,3.0,1.29,1,0,0
301893,2000,1928.9566724309875,6,2.0,1.17,0,0,1
401485,1983,3273.2357358606164,5,1.5,1.2,0,0,0
362680,1991,2770.867970109264,5,1.5,0.97,0,1,1
541134,1993,3916.233015082424,3,1.5,1.08,1,0,1
605693,2003,3957.290256570518,3,3.0,1.14,0,1,1
565561,1994,3925.7406962761934,3,1.0,0.78,3,0,0
511496,1992,3688.9768430911176,3,1.5,0.71,2,0,0
304017,1981,2532.114730744762,5,2.5,0.78,1,1,1
415693,1985,3148.291543758552,5,3.0,1.23,0,0,1
800240,2003,5082.938544256054,5,2.5,1.02,1,1,1
470464,1986,3553.4320235892333,3,3.0,0.83,1,0,0
354195,1980,2887.638134094808,4,1.0,1.07,3,1,1
306578,1971,3051.8575946617307,3,3.0,0.92,0,0,0
449386,1992,3329.241578941032,4,2.5,0.5,0,1,0
496923,1986,3712.487013410336,2,2.0,0.67,3,1,1
337916,1987,3011.109518802393,2,1.0,0.75,0,1,1
337106,1988,2804.3778589423127,2,1.5,0.93,1,1,0
675211,2000,4603.408575484034,5,1.0,0.98,0,0,1
646901,2011,3554.0069725454623,5,3.0,0.92,3,0,1
346164,1997,2206.7640050171744,5,3.0,1.01,1,0,0
437291,2005,2835.607305971841,2,1.0,1.13,2,0,1
458033,2008,2894.889778181552,2,3.0,0.92,0,1,0
196584,1997,1546.5630948229466,2,2.5,1.14,0,0,0
509381,1993,3404.542053833485,3,2.5,1.08,3,1,0
612741,2007,3793.274827199813,4,2.5,0.75,1,1,1
244248,1986,1858.3225714450616,6,2.5,1.2,1,0,1
359677,2002,2218.517078925603,6,2.0,1.46,0,1,1
394000,1993,2844.667270695111,4,1.5,1.32,1,1,1
485414,2009,2924.431245471419,3,1.5,0.95,2,1,0
599062,1991,4354.081325373987,3,1.5,1.23,1,0,0
366856,1982,2914.37537751575,4,1.5,0.48,3,0,0
217698,1981,1731.3212140043493,4,3.0,1.2,3,0,0
517257,1985,3971.380640670334,2,1.5,1.27,2,1,0
231002,1993,1876.68495596283,3,2.0,1.3,0,0,0
368161,1981,2816.0776201806643,6,3.0,1.05,1,0,1
277011,1983,2201.406716298621,5,1.0,1.12,3,1,0
391299,2001,2378.3276507264686,5,3.0,0.97,1,0,1
306810,2002,2247.068986740497,3,1.0,0.65,0,1,0
404328,1996,2431.19059831355,6,2.0,1.31,3,1,1
332173,2002,1935.826636895329,5,1.0,1.12,3,0,0
578017,2012,3247.7823957747314,6,1.5,0.89,2,1,0
591204,2009,3310.027106910604,4,3.0,0.98,3,1,0
656609,1996,4278.064945947939,3,3.0,0.66,3,0,0
571778,2011,3532.8568017457064,4,2.0,0.79,0,1,1
522102,1999,3633.3469656949783,3,1.0,1.14,1,1,1
380827,1990,2818.1860592003227,2,3.0,0.54,2,1,0
199968,1989,1654.7868773608643,2,1.0,1.45,3,1,0
468437,1987,3291.9146180970165,4,2.0,1.31,3,0,1
252730,1994,2001.8724424926363,2,2.0,0.83,1,0,1
663317,1996,4534.117648792475,4,2.0,0.88,1,0,0
498414,1991,3611.42668123749,4,1.0,0.78,2,0,1
444037,1992,3364.916607332417,2,1.5,1.12,1,1,0
652224,1998,4481.160238459501,3,1.5,1.17,1,1,1
379275,1989,2795.1685575610177,5,2.0,1.0,1,0,1
512966,1996,3569.110468463338,5,2.0,0.84,0,1,0
594074,1995,3935.495966234183,6,1.0,1.25,2,1,0
551329,2005,3315.863553607071,5,1.5,1.43,2,0,0
614324,2001,3949.49401538716,3,1.0,1.46,3,1,1
474990,2004,2751.27040712667,5,2.0,0.82,3,1,0
438758,1991,3021.3889179033704,6,2.5,0.87,1,1,1
418121,2014,2292.8104280427096,2,3.0,1.28,1,1,1
191740,1970,2221.602804839227,3,2.5,1.4,1,1,1
392119,1975,3602.462570290845,2,2.5,0.95,0,0,1
376519,1988,2876.466616990044,6,1.5,1.17,0,1,1
463442,1994,3445.9475076567464,3,1.0,0.77,1,1,1
231606,1990,2089.3784103717703,2,1.5,1.38,0,0,0
425175,1987,3151.838094791924,5,2.0,1.16,1,0,1
389860,1988,3048.06863860916,2,3.0,0.51,1,0,0
395702,2003,2726.681857887901,4,1.0,0.78,0,0,1
223114,1993,1506.0982066902857,6,1.5,0.98,2,1,0
417349,1986,2867.332719335159,6,3.0,1.15,2,1,0
331525,1991,2494.169509936949,5,1.0,1.16,1,1,1
525444,1999,3612.295544911629,2,2.0,1.24,1,0,1
391817,1991,2866.4514898814987,6,1.0,0.79,1,0,1
485792,1996,3490.285900807566,3,1.5,0.65,1,1,1
205458,1994,1527.3890010838306,4,2.0,1.09,1,1,0
410741,1998,2775.279666936379,3,2.5,1.13,1,1,0
460284,1995,3056.563622842992,3,3.0,1.12,2,0,0
539234,2011,3242.5659539114554,3,1.0,1.19,2,1,1
480846,2000,2814.977546382882,6,2.5,0.74,3,0,1
479695,1996,3312.301410916006,2,1.0,1.19,3,0,0
243065,1974,2546.433820075291,3,1.0,0.74,2,0,1
520607,2008,3226.047574373425,5,1.5,1.28,0,1,1
763334,2008,4488.232559062022,5,3.0,1.34,2,0,0
